frame,numero_pers,joint,x,y,tracking,est_joueur
1788,86,14,483.279,550.97,86,0
1788,86,15,786.31,624.369,86,0
1788,86,16,745.162,592.126,86,0
1788,86,17,768.746,624.401,86,0
1788,86,18,742.144,597.821,86,0
1788,86,19,424.291,506.669,86,0
1788,86,20,421.413,515.606,86,0
1788,86,21,477.313,539.103,86,0
1788,86,22,433.082,506.712,86,0
1788,86,23,0,0,86,0
1788,86,24,0,0,86,0
1789,66,0,792.188,621.611,66,0
1789,66,1,733.394,624.377,66,0
1789,66,2,765.723,648.03,66,0
1789,66,3,833.472,668.661,66,0
1789,66,4,915.844,671.434,66,0
1789,66,5,695.11,583.309,66,0
1789,66,6,0,0,66,0
1789,66,7,0,0,66,0
1789,66,8,692.11,612.724,66,0
1789,66,9,692.195,615.598,66,0
1789,66,10,671.63,577.333,66,0
1789,66,11,0,0,66,0
1789,66,12,0,0,66,0
1789,66,13,0,0,66,0
1789,66,14,0,0,66,0
1789,66,15,789.329,621.495,66,0
1789,66,16,0,0,66,0
1789,66,17,786.198,624.374,66,0
1789,66,18,751.053,592.085,66,0
1789,66,19,0,0,66,0
1789,66,20,0,0,66,0
1789,66,21,0,0,66,0
1789,66,22,0,0,66,0
1789,66,23,0,0,66,0
1789,66,24,0,0,66,0
1790,66,0,798.134,624.481,66,0
1790,66,1,733.348,621.38,66,0
1790,66,2,751.042,642.119,66,0
1790,66,3,809.939,653.895,66,0
1790,66,4,839.378,671.437,66,0
1790,66,5,698.075,583.283,66,0
1790,66,6,648.003,589.073,66,0
1790,66,7,0,0,66,0
1790,66,8,674.483,606.857,66,0
1790,66,9,0,0,66,0
1790,66,10,0,0,66,0
1790,66,11,0,0,66,0
1790,66,12,671.528,601.026,66,0
1790,66,13,598.018,553.918,66,0
1790,66,14,500.778,553.723,66,0
1790,66,15,795.151,621.433,66,0
1790,66,16,0,0,66,0
1790,66,17,783.45,621.464,66,0
1790,66,18,756.928,589.104,66,0
1790,66,19,459.696,527.211,66,0
1790,66,20,459.759,530.327,66,0
1790,66,21,483.236,550.816,66,0
1790,66,22,0,0,66,0
1790,66,23,0,0,66,0
1790,66,24,0,0,66,0
1791,66,0,795.168,627.428,66,0
1791,66,1,724.509,612.694,66,0
1791,66,2,739.245,633.278,66,0
1791,66,3,839.343,668.557,66,0
1791,66,4,842.301,668.677,66,0
1791,66,5,0,0,66,0
1791,66,6,0,0,66,0
1791,66,7,0,0,66,0
1791,66,8,624.463,618.608,66,0
1791,66,9,630.362,612.7,66,0
1791,66,10,0,0,66,0
1791,66,11,0,0,66,0
1791,66,12,0,0,66,0
1791,66,13,0,0,66,0
1791,66,14,0,0,66,0
1791,66,15,792.337,621.643,66,0
1791,66,16,0,0,66,0
1791,66,17,780.43,621.397,66,0
1791,66,18,0,0,66,0
1791,66,19,0,0,66,0
1791,66,20,0,0,66,0
1791,66,21,0,0,66,0
1791,66,22,0,0,66,0
1791,66,23,0,0,66,0
1791,66,24,0,0,66,0
1791,68,0,0,0,68,0
1791,68,1,0,0,68,0
1791,68,2,0,0,68,0
1791,68,3,0,0,68,0
1791,68,4,0,0,68,0
1791,68,5,759.781,636.26,68,0
1791,68,6,836.376,668.486,68,0
1791,68,7,942.297,671.454,68,0
1791,68,8,0,0,68,0
1791,68,9,0,0,68,0
1791,68,10,0,0,68,0
1791,68,11,0,0,68,0
1791,68,12,0,0,68,0
1791,68,13,0,0,68,0
1791,68,14,0,0,68,0
1791,68,15,0,0,68,0
1791,68,16,0,0,68,0
1791,68,17,0,0,68,0
1791,68,18,0,0,68,0
1791,68,19,0,0,68,0
1791,68,20,0,0,68,0
1791,68,21,0,0,68,0
1791,68,22,0,0,68,0
1791,68,23,0,0,68,0
1791,68,24,0,0,68,0
1791,66,0,0,0,66,0
1791,66,1,0,0,66,0
1791,66,2,0,0,66,0
1791,66,3,0,0,66,0
1791,66,4,0,0,66,0
1791,66,5,695.035,577.375,66,0
1791,66,6,583.255,553.727,66,0
1791,66,7,506.635,553.794,66,0
1791,66,8,0,0,66,0
1791,66,9,0,0,66,0
1791,66,10,0,0,66,0
1791,66,11,0,0,66,0
1791,66,12,0,0,66,0
1791,66,13,0,0,66,0
1791,66,14,0,0,66,0
1791,66,15,0,0,66,0
1791,66,16,0,0,66,0
1791,66,17,0,0,66,0
1791,66,18,762.659,583.256,66,0
1791,66,19,0,0,66,0
1791,66,20,0,0,66,0
1791,66,21,0,0,66,0
1791,66,22,0,0,66,0
1791,66,23,0,0,66,0
1791,66,24,0,0,66,0
1792,68,0,724.545,621.41,68,0
1792,68,1,718.753,601.032,68,0
1792,68,2,692.256,580.342,68,0
1792,68,3,600.984,550.917,68,0
1792,68,4,527.199,550.909,68,0
1792,68,5,759.8,627.385,68,0
1792,68,6,848.152,668.679,68,0
1792,68,7,942.323,671.711,68,0
1792,68,8,656.812,586.223,68,0
1792,68,9,650.974,577.465,68,0
1792,68,10,598.049,556.804,68,0
1792,68,11,506.77,547.989,68,0
1792,68,12,662.745,594.983,68,0
1792,68,13,586.21,574.417,68,0
1792,68,14,503.867,548,68,0
1792,68,15,789.356,621.521,68,0
1792,68,16,0,0,68,0
1792,68,17,768.697,606.807,68,0
1792,68,18,0,0,68,0
1792,68,19,462.582,527.278,68,0
1792,68,20,459.713,530.223,68,0
1792,68,21,0,0,68,0
1792,68,22,462.603,524.304,68,0
1792,68,23,465.56,521.482,68,0
1792,68,24,500.831,547.918,68,0
1793,66,0,0,0,66,0
1793,66,1,730.446,606.807,66,0
1793,66,2,759.813,642.07,66,0
1793,66,3,856.914,668.71,66,0
1793,66,4,954.029,671.514,66,0
1793,66,5,698.075,577.308,66,0
1793,66,6,606.805,550.845,66,0
1793,66,7,527.368,539.127,66,0
1793,66,8,595.021,621.55,66,0
1793,66,9,600.919,642.155,66,0
1793,66,10,577.408,639.173,66,0
1793,66,11,0,0,66,0
1793,66,12,586.241,600.973,66,0
1793,66,13,603.886,547.989,66,0
1793,66,14,518.469,533.205,66,0
1793,66,15,0,0,66,0
1793,66,16,0,0,66,0
1793,66,17,786.377,621.506,66,0
1793,66,18,759.808,580.337,66,0
1793,66,19,480.295,506.654,66,0
1793,66,20,480.323,512.655,66,0
1793,66,21,503.688,527.353,66,0
1793,66,22,0,0,66,0
1793,66,23,0,0,66,0
1793,66,24,0,0,66,0
1794,68,0,786.37,624.368,68,0
1794,68,1,733.342,606.776,68,0
1794,68,2,698.062,583.259,68,0
1794,68,3,618.484,539.164,68,0
1794,68,4,533.291,530.286,68,0
1794,68,5,762.839,630.342,68,0
1794,68,6,857.051,668.638,68,0
1794,68,7,954.244,671.529,68,0
1794,68,8,692.165,594.936,68,0
1794,68,9,0,0,68,0
1794,68,10,0,0,68,0
1794,68,11,0,0,68,0
1794,68,12,692.222,592.046,68,0
1794,68,13,618.568,547.847,68,0
1794,68,14,524.41,527.263,68,0
1794,68,15,789.285,615.579,68,0
1794,68,16,0,0,68,0
1794,68,17,771.635,600.99,68,0
1794,68,18,0,0,68,0
1794,68,19,500.87,503.744,68,0
1794,68,20,497.933,509.678,68,0
1794,68,21,503.873,509.755,68,0
1794,68,22,0,0,68,0
1794,68,23,0,0,68,0
1794,68,24,0,0,68,0
1795,66,0,810.024,624.477,66,0
1795,66,1,736.316,609.802,66,0
1795,66,2,768.652,645.042,66,0
1795,66,3,868.732,668.483,66,0
1795,66,4,960.073,671.524,66,0
1795,66,5,698.018,577.4,66,0
1795,66,6,621.599,527.469,66,0
1795,66,7,556.715,503.836,66,0
1795,66,8,606.8,618.529,66,0
1795,66,9,609.77,624.456,66,0
1795,66,10,600.953,621.518,66,0
1795,66,11,0,0,66,0
1795,66,12,600.925,600.923,66,0
1795,66,13,603.879,600.967,66,0
1795,66,14,0,0,66,0
1795,66,15,809.904,621.459,66,0
1795,66,16,0,0,66,0
1795,66,17,789.357,618.573,66,0
1795,66,18,759.759,577.479,66,0
1795,66,19,0,0,66,0
1795,66,20,0,0,66,0
1795,66,21,0,0,66,0
1795,66,22,0,0,66,0
1795,66,23,0,0,66,0
1795,66,24,0,0,66,0
1796,66,0,0,0,66,0
1796,66,1,727.454,615.596,66,0
1796,66,2,742.185,642.172,66,0
1796,66,3,0,0,66,0
1796,66,4,0,0,66,0
1796,66,5,706.839,577.497,66,0
1796,66,6,647.921,512.647,66,0
1796,66,7,592.093,465.573,66,0
1796,66,8,603.879,642.139,66,0
1796,66,9,624.434,662.733,66,0
1796,66,10,0,0,66,0
1796,66,11,0,0,66,0
1796,66,12,595.058,624.402,66,0
1796,66,13,600.855,565.562,66,0
1796,66,14,0,0,66,0
1796,66,15,0,0,66,0
1796,66,16,0,0,66,0
1796,66,17,786.409,618.602,66,0
1796,66,18,762.663,577.262,66,0
1796,66,19,0,0,66,0
1796,66,20,0,0,66,0
1796,66,21,0,0,66,0
1796,66,22,0,0,66,0
1796,66,23,0,0,66,0
1796,66,24,0,0,66,0
1797,66,0,762.761,559.801,66,0
1797,66,1,730.422,612.702,66,0
1797,66,2,745.15,642.103,66,0
1797,66,3,827.547,645.083,66,0
1797,66,4,0,0,66,0
1797,66,5,712.672,580.358,66,0
1797,66,6,651.05,503.676,66,0
1797,66,7,615.57,439.14,66,0
1797,66,8,589.196,624.397,66,0
1797,66,9,597.913,639.2,66,0
1797,66,10,603.893,595.015,66,0
1797,66,11,556.814,539.149,66,0
1797,66,12,583.319,603.933,66,0
1797,66,13,618.575,553.745,66,0
1797,66,14,556.814,542.102,66,0
1797,66,15,0,0,66,0
1797,66,16,765.764,559.797,66,0
1797,66,17,786.285,621.42,66,0
1797,66,18,756.958,577.425,66,0
1797,66,19,0,0,66,0
1797,66,20,0,0,66,0
1797,66,21,0,0,66,0
1797,66,22,0,0,66,0
1797,66,23,0,0,66,0
1797,66,24,556.765,530.204,66,0
1798,66,0,0,0,66,0
1798,66,1,739.169,618.483,66,0
1798,66,2,756.938,647.977,66,0
1798,66,3,804.03,627.435,66,0
1798,66,4,0,0,66,0
1798,66,5,715.722,577.385,66,0
1798,66,6,692.284,491.972,66,0
1798,66,7,656.819,406.702,66,0
1798,66,8,600.88,645.045,66,0
1798,66,9,615.588,668.66,66,0
1798,66,10,0,0,66,0
1798,66,11,0,0,66,0
1798,66,12,592.089,615.668,66,0
1798,66,13,492.025,603.849,66,0
1798,66,14,0,0,66,0
1798,66,15,0,0,66,0
1798,66,16,0,0,66,0
1798,66,17,789.405,618.536,66,0
1798,66,18,762.774,577.322,66,0
1798,66,19,0,0,66,0
1798,66,20,0,0,66,0
1798,66,21,0,0,66,0
1798,66,22,0,0,66,0
1798,66,23,0,0,66,0
1798,66,24,0,0,66,0
1799,66,0,739.337,609.758,66,0
1799,66,1,742.149,603.954,66,0
1799,66,2,762.842,644.968,66,0
1799,66,3,883.463,656.879,66,0
1799,66,4,992.33,668.717,66,0
1799,66,5,724.53,574.317,66,0
1799,66,6,718.798,447.925,66,0
1799,66,7,695.241,365.596,66,0
1799,66,8,706.897,601.021,66,0
1799,66,9,0,0,66,0
1799,66,10,0,0,66,0
1799,66,11,0,0,66,0
1799,66,12,0,0,66,0
1799,66,13,0,0,66,0
1799,66,14,0,0,66,0
1799,66,15,812.926,621.454,66,0
1799,66,16,742.133,600.845,66,0
1799,66,17,804.003,621.394,66,0
1799,66,18,765.741,580.374,66,0
1799,66,19,0,0,66,0
1799,66,20,0,0,66,0
1799,66,21,0,0,66,0
1799,66,22,0,0,66,0
1799,66,23,0,0,66,0
1799,66,24,0,0,66,0
1800,66,0,0,0,66,0
1800,66,1,751.054,615.631,66,0
1800,66,2,768.661,645.018,66,0
1800,66,3,859.972,648.165,66,0
1800,66,4,980.617,668.734,66,0
1800,66,5,739.139,577.363,66,0
1800,66,6,739.346,439.131,66,0
1800,66,7,715.828,362.481,66,0
1800,66,8,642.127,621.584,66,0
1800,66,9,645.096,621.508,66,0
1800,66,10,621.568,618.554,66,0
1800,66,11,0,0,66,0
1800,66,12,630.348,624.524,66,0
1800,66,13,606.814,615.606,66,0
1800,66,14,577.417,550.877,66,0
1800,66,15,0,0,66,0
1800,66,16,0,0,66,0
1800,66,17,806.94,618.618,66,0
1800,66,18,771.693,583.292,66,0
1800,66,19,0,0,66,0
1800,66,20,0,0,66,0
1800,66,21,574.477,530.41,66,0
1800,66,22,0,0,66,0
1800,66,23,0,0,66,0
1800,66,24,0,0,66,0
1801,67,0,0,0,67,0
1801,67,1,771.639,621.565,67,0
1801,67,2,809.896,633.339,67,0
1801,67,3,851.126,647.887,67,0
1801,67,4,924.716,668.559,67,0
1801,67,5,742.23,589.133,67,0
1801,67,6,736.275,574.403,67,0
1801,67,7,0,0,67,0
1801,67,8,721.635,606.797,67,0
1801,67,9,0,0,67,0
1801,67,10,0,0,67,0
1801,67,11,0,0,67,0
1801,67,12,715.672,603.919,67,0
1801,67,13,745.193,574.433,67,0
1801,67,14,0,0,67,0
1801,67,15,0,0,67,0
1801,67,16,0,0,67,0
1801,67,17,0,0,67,0
1801,67,18,0,0,67,0
1801,67,19,0,0,67,0
1801,67,20,0,0,67,0
1801,67,21,0,0,67,0
1801,67,22,0,0,67,0
1801,67,23,0,0,67,0
1801,67,24,0,0,67,0
1802,67,0,795.203,574.494,67,0
1802,67,1,783.369,603.866,67,0
1802,67,2,809.936,636.199,67,0
1802,67,3,880.547,665.605,67,0
1802,67,4,930.492,671.554,67,0
1802,67,5,762.803,574.369,67,0
1802,67,6,786.355,459.532,67,0
1802,67,7,774.585,344.948,67,0
1802,67,8,730.372,606.834,67,0
1802,67,9,0,0,67,0
1802,67,10,0,0,67,0
1802,67,11,0,0,67,0
1802,67,12,0,0,67,0
1802,67,13,0,0,67,0
1802,67,14,0,0,67,0
1802,67,15,0,0,67,0
1802,67,16,0,0,67,0
1802,67,17,827.539,621.479,67,0
1802,67,18,801.038,580.405,67,0
1802,67,19,0,0,67,0
1802,67,20,0,0,67,0
1802,67,21,0,0,67,0
1802,67,22,0,0,67,0
1802,67,23,0,0,67,0
1802,67,24,0,0,67,0
1803,67,0,845.218,633.27,67,0
1803,67,1,786.248,609.735,67,0
1803,67,2,809.92,642.05,67,0
1803,67,3,880.524,662.728,67,0
1803,67,4,921.775,671.692,67,0
1803,67,5,765.742,574.443,67,0
1803,67,6,792.319,456.781,67,0
1803,67,7,789.187,350.795,67,0
1803,67,8,674.502,636.269,67,0
1803,67,9,665.673,639.132,67,0
1803,67,10,648.018,630.385,67,0
1803,67,11,524.355,556.735,67,0
1803,67,12,689.219,627.479,67,0
1803,67,13,627.389,624.506,67,0
1803,67,14,515.557,559.71,67,0
1803,67,15,845.227,624.424,67,0
1803,67,16,0,0,67,0
1803,67,17,833.534,621.604,67,0
1803,67,18,809.826,583.329,67,0
1803,67,19,0,0,67,0
1803,67,20,0,0,67,0
1803,67,21,0,0,67,0
1803,67,22,0,0,67,0
1803,67,23,0,0,67,0
1803,67,24,0,0,67,0
1804,67,0,0,0,67,0
1804,67,1,795.225,609.79,67,0
1804,67,2,815.81,642.16,67,0
1804,67,3,880.474,662.713,67,0
1804,67,4,930.55,674.57,67,0
1804,67,5,783.406,577.412,67,0
1804,67,6,789.151,551.004,67,0
1804,67,7,0,0,67,0
1804,67,8,662.714,624.403,67,0
1804,67,9,659.807,621.603,67,0
1804,67,10,648.032,621.555,67,0
1804,67,11,0,0,67,0
1804,67,12,665.687,624.411,67,0
1804,67,13,600.933,618.588,67,0
1804,67,14,424.329,547.889,67,0
1804,67,15,0,0,67,0
1804,67,16,0,0,67,0
1804,67,17,848.114,624.347,67,0
1804,67,18,815.789,595.004,67,0
1804,67,19,0,0,67,0
1804,67,20,0,0,67,0
1804,67,21,0,0,67,0
1804,67,22,0,0,67,0
1804,67,23,0,0,67,0
1804,67,24,0,0,67,0
1805,58,0,877.521,645.066,58,0
1805,58,1,803.968,615.622,58,0
1805,58,2,854.043,648.04,58,0
1805,58,3,912.919,677.524,58,0
1805,58,4,954.184,686.27,58,0
1805,58,5,792.283,577.442,58,0
1805,58,6,0,0,58,0
1805,58,7,0,0,58,0
1805,58,8,765.708,600.979,58,0
1805,58,9,0,0,58,0
1805,58,10,0,0,58,0
1805,58,11,0,0,58,0
1805,58,12,759.801,603.917,58,0
1805,58,13,836.514,462.6,58,0
1805,58,14,862.916,342.037,58,0
1805,58,15,877.515,639.205,58,0
1805,58,16,0,0,58,0
1805,58,17,0,0,58,0
1805,58,18,821.632,601.046,58,0
1805,58,19,0,0,58,0
1805,58,20,0,0,58,0
1805,58,21,865.815,339.045,58,0
1805,58,22,0,0,58,0
1805,58,23,0,0,58,0
1805,58,24,0,0,58,0
1806,67,0,815.75,609.735,67,0
1806,67,1,818.785,618.502,67,0
1806,67,2,851.112,648.107,67,0
1806,67,3,912.958,680.344,67,0
1806,67,4,951.086,689.143,67,0
1806,67,5,809.849,577.431,67,0
1806,67,6,812.829,553.818,67,0
1806,67,7,0,0,67,0
1806,67,8,701.035,624.465,67,0
1806,67,9,703.922,624.449,67,0
1806,67,10,677.44,621.581,67,0
1806,67,11,547.913,597.874,67,0
1806,67,12,695.18,624.515,67,0
1806,67,13,671.605,624.458,67,0
1806,67,14,0,0,67,0
1806,67,15,0,0,67,0
1806,67,16,827.582,598.053,67,0
1806,67,17,859.918,642.033,67,0
1806,67,18,836.414,600.852,67,0
1806,67,19,0,0,67,0
1806,67,20,0,0,67,0
1806,67,21,0,0,67,0
1806,67,22,0,0,67,0
1806,67,23,0,0,67,0
1806,67,24,0,0,67,0
1807,58,0,0,0,58,0
1807,58,1,833.482,618.585,58,0
1807,58,2,877.607,665.579,58,0
1807,58,3,930.56,689.278,58,0
1807,58,4,883.635,665.656,58,0
1807,58,5,827.549,574.475,58,0
1807,58,6,892.306,477.33,58,0
1807,58,7,930.651,388.892,58,0
1807,58,8,792.301,600.904,58,0
1807,58,9,0,0,58,0
1807,58,10,0,0,58,0
1807,58,11,0,0,58,0
1807,58,12,786.393,595.023,58,0
1807,58,13,0,0,58,0
1807,58,14,0,0,58,0
1807,58,15,0,0,58,0
1807,58,16,0,0,58,0
1807,58,17,880.532,642.095,58,0
1807,58,18,848.141,600.978,58,0
1807,58,19,0,0,58,0
1807,58,20,0,0,58,0
1807,58,21,0,0,58,0
1807,58,22,0,0,58,0
1807,58,23,0,0,58,0
1807,58,24,0,0,58,0
1808,78,0,857.073,603.839,78,0
1808,78,1,836.367,612.714,78,0
1808,78,2,848.182,574.33,78,0
1808,78,3,927.645,492.006,78,0
1808,78,4,974.792,438.997,78,0
1808,78,5,809.91,624.53,78,0
1808,78,6,0,0,78,0
1808,78,7,0,0,78,0
1808,78,8,0,0,78,0
1808,78,9,0,0,78,0
1808,78,10,0,0,78,0
1808,78,11,0,0,78,0
1808,78,12,0,0,78,0
1808,78,13,0,0,78,0
1808,78,14,0,0,78,0
1808,78,15,859.927,609.717,78,0
1808,78,16,859.967,612.721,78,0
1808,78,17,0,0,78,0
1808,78,18,857.04,621.421,78,0
1808,78,19,0,0,78,0
1808,78,20,0,0,78,0
1808,78,21,0,0,78,0
1808,78,22,0,0,78,0
1808,78,23,0,0,78,0
1808,78,24,0,0,78,0
1809,78,0,877.533,621.554,78,0
1809,78,1,865.817,624.497,78,0
1809,78,2,924.619,627.366,78,0
1809,78,3,0,0,78,0
1809,78,4,0,0,78,0
1809,78,5,842.281,633.296,78,0
1809,78,6,0,0,78,0
1809,78,7,0,0,78,0
1809,78,8,818.716,606.766,78,0
1809,78,9,830.473,597.996,78,0
1809,78,10,904.058,533.257,78,0
1809,78,11,989.44,480.166,78,0
1809,78,12,812.812,615.587,78,0
1809,78,13,715.663,621.627,78,0
1809,78,14,0,0,78,0
1809,78,15,883.423,621.576,78,0
1809,78,16,880.615,624.507,78,0
1809,78,17,886.4,618.563,78,0
1809,78,18,883.545,636.241,78,0
1809,78,19,0,0,78,0
1809,78,20,0,0,78,0
1809,78,21,0,0,78,0
1809,78,22,1021.86,471.388,78,0
1809,78,23,1024.73,477.331,78,0
1809,78,24,1004.14,456.759,78,0
1810,78,0,889.431,618.553,78,0
1810,78,1,871.724,630.314,78,0
1810,78,2,859.972,600.967,78,0
1810,78,3,945.227,553.764,78,0
1810,78,4,1012.94,547.944,78,0
1810,78,5,857,645.05,78,0
1810,78,6,0,0,78,0
1810,78,7,0,0,78,0
1810,78,8,809.888,612.662,78,0
1810,78,9,812.895,600.919,78,0
1810,78,10,0,0,78,0
1810,78,11,0,0,78,0
1810,78,12,806.944,621.516,78,0
1810,78,13,0,0,78,0
1810,78,14,0,0,78,0
1810,78,15,886.529,621.492,78,0
1810,78,16,895.251,621.572,78,0
1810,78,17,0,0,78,0
1810,78,18,889.348,630.429,78,0
1810,78,19,0,0,78,0
1810,78,20,0,0,78,0
1810,78,21,0,0,78,0
1810,78,22,0,0,78,0
1810,78,23,0,0,78,0
1810,78,24,0,0,78,0
1811,78,0,942.338,647.972,78,0
1811,78,1,889.397,639.189,78,0
1811,78,2,895.253,606.784,78,0
1811,78,3,971.815,577.418,78,0
1811,78,4,1036.5,624.403,78,0
1811,78,5,874.637,645.083,78,0
1811,78,6,0,0,78,0
1811,78,7,0,0,78,0
1811,78,8,848.143,618.562,78,0
1811,78,9,842.297,618.497,78,0
1811,78,10,0,0,78,0
1811,78,11,0,0,78,0
1811,78,12,839.374,621.434,78,0
1811,78,13,0,0,78,0
1811,78,14,0,0,78,0
1811,78,15,0,0,78,0
1811,78,16,0,0,78,0
1811,78,17,0,0,78,0
1811,78,18,0,0,78,0
1811,78,19,0,0,78,0
1811,78,20,0,0,78,0
1811,78,21,0,0,78,0
1811,78,22,0,0,78,0
1811,78,23,0,0,78,0
1811,78,24,0,0,78,0
1812,78,0,927.597,648.087,78,0
1812,78,1,904.131,644.952,78,0
1812,78,2,918.79,621.465,78,0
1812,78,3,974.711,600.845,78,0
1812,78,4,1045.39,668.616,78,0
1812,78,5,895.255,665.682,78,0
1812,78,6,962.907,671.527,78,0
1812,78,7,0,0,78,0
1812,78,8,839.336,618.61,78,0
1812,78,9,839.341,615.669,78,0
1812,78,10,671.544,621.446,78,0
1812,78,11,618.537,600.966,78,0
1812,78,12,836.398,621.563,78,0
1812,78,13,736.277,615.636,78,0
1812,78,14,627.407,606.798,78,0
1812,78,15,930.547,648.008,78,0
1812,78,16,924.716,650.993,78,0
1812,78,17,927.683,644.976,78,0
1812,78,18,924.726,648.131,78,0
1812,78,19,0,0,78,0
1812,78,20,0,0,78,0
1812,78,21,0,0,78,0
1812,78,22,592.104,597.993,78,0
1812,78,23,0,0,78,0
1812,78,24,0,0,78,0
1814,58,0,0,0,58,0
1814,58,1,0,0,58,0
1814,58,2,0,0,58,0
1814,58,3,0,0,58,0
1814,58,4,0,0,58,0
1814,58,5,0,0,58,0
1814,58,6,0,0,58,0
1814,58,7,0,0,58,0
1814,58,8,786.379,624.507,58,0
1814,58,9,786.344,624.493,58,0
1814,58,10,1010.01,668.547,58,0
1814,58,11,1018.88,671.635,58,0
1814,58,12,801.067,621.483,58,0
1814,58,13,1012.93,668.588,58,0
1814,58,14,1015.89,671.581,58,0
1814,58,15,0,0,58,0
1814,58,16,0,0,58,0
1814,58,17,0,0,58,0
1814,58,18,0,0,58,0
1814,58,19,1113.04,739.267,58,0
1814,58,20,1104.22,739.23,58,0
1814,58,21,1021.74,668.549,58,0
1814,58,22,0,0,58,0
1814,58,23,0,0,58,0
1814,58,24,1077.78,736.306,58,0
1815,34,0,0,0,34,0
1815,34,1,668.647,621.572,34,0
1815,34,2,0,0,34,0
1815,34,3,0,0,34,0
1815,34,4,0,0,34,0
1815,34,5,0,0,34,0
1815,34,6,0,0,34,0
1815,34,7,0,0,34,0
1815,34,8,786.349,624.523,34,0
1815,34,9,786.332,624.451,34,0
1815,34,10,889.365,639.212,34,0
1815,34,11,1024.74,671.712,34,0
1815,34,12,789.261,624.402,34,0
1815,34,13,895.255,639.206,34,0
1815,34,14,1021.83,674.496,34,0
1815,34,15,0,0,34,0
1815,34,16,0,0,34,0
1815,34,17,0,0,34,0
1815,34,18,0,0,34,0
1815,34,19,1062.99,715.699,34,0
1815,34,20,0,0,34,0
1815,34,21,1036.54,671.547,34,0
1815,34,22,1062.95,715.717,34,0
1815,34,23,0,0,34,0
1815,34,24,1045.29,671.517,34,0
1816,58,0,0,0,58,0
1816,58,1,727.45,621.557,58,0
1816,58,2,718.616,621.453,58,0
1816,58,3,733.339,612.7,58,0
1816,58,4,795.206,601.018,58,0
1816,58,5,0,0,58,0
1816,58,6,0,0,58,0
1816,58,7,0,0,58,0
1816,58,8,862.867,645.017,58,0
1816,58,9,859.928,642.096,58,0
1816,58,10,974.685,668.614,58,0
1816,58,11,1060.03,686.303,58,0
1816,58,12,874.618,645.087,58,0
1816,58,13,974.634,671.617,58,0
1816,58,14,1057.17,689.139,58,0
1816,58,15,0,0,58,0
1816,58,16,0,0,58,0
1816,58,17,0,0,58,0
1816,58,18,0,0,58,0
1816,58,19,1133.61,742.198,58,0
1816,58,20,1130.68,742.18,58,0
1816,58,21,1063.04,680.354,58,0
1816,58,22,1121.82,736.299,58,0
1816,58,23,1115.98,742.174,58,0
1816,58,24,1068.85,677.487,58,0
1817,58,0,0,0,58,0
1817,58,1,0,0,58,0
1817,58,2,0,0,58,0
1817,58,3,0,0,58,0
1817,58,4,0,0,58,0
1817,58,5,0,0,58,0
1817,58,6,0,0,58,0
1817,58,7,0,0,58,0
1817,58,8,827.571,642.12,58,0
1817,58,9,824.591,642.166,58,0
1817,58,10,945.259,668.585,58,0
1817,58,11,1068.88,695.036,58,0
1817,58,12,833.439,639.144,58,0
1817,58,13,962.926,677.502,58,0
1817,58,14,1068.79,692.26,58,0
1817,58,15,0,0,58,0
1817,58,16,0,0,58,0
1817,58,17,0,0,58,0
1817,58,18,0,0,58,0
1817,58,19,1086.55,703.92,58,0
1817,58,20,1086.6,695.159,58,0
1817,58,21,1074.83,692.096,58,0
1817,58,22,1095.4,695.148,58,0
1817,58,23,0,0,58,0
1817,58,24,1086.57,692.066,58,0
1823,89,0,0,0,89,0
1823,89,1,865.811,648.036,89,0
1823,89,2,856.911,648.086,89,0
1823,89,3,0,0,89,0
1823,89,4,0,0,89,0
1823,89,5,859.905,648.055,89,0
1823,89,6,0,0,89,0
1823,89,7,0,0,89,0
1823,89,8,912.925,668.659,89,0
1823,89,9,918.789,668.576,89,0
1823,89,10,1021.78,709.836,89,0
1823,89,11,1136.61,712.685,89,0
1823,89,12,915.831,668.621,89,0
1823,89,13,1027.69,709.784,89,0
1823,89,14,1139.49,706.871,89,0
1823,89,15,0,0,89,0
1823,89,16,0,0,89,0
1823,89,17,0,0,89,0
1823,89,18,0,0,89,0
1823,89,19,1171.88,695.064,89,0
1823,89,20,1166.02,695.029,89,0
1823,89,21,1145.45,709.747,89,0
1823,89,22,0,0,89,0
1823,89,23,0,0,89,0
1823,89,24,1145.45,706.839,89,0
1835,91,0,1071.86,695.124,91,0
1835,91,1,1021.75,715.763,91,0
1835,91,2,1010.07,695.128,91,0
1835,91,3,933.547,668.693,91,0
1835,91,4,0,0,91,0
1835,91,5,1021.84,721.583,91,0
1835,91,6,0,0,91,0
1835,91,7,0,0,91,0
1835,91,8,921.767,677.501,91,0
1835,91,9,924.626,671.583,91,0
1835,91,10,783.383,624.523,91,0
1835,91,11,721.638,647.951,91,0
1835,91,12,924.685,686.292,91,0
1835,91,13,877.593,656.87,91,0
1835,91,14,789.297,627.415,91,0
1835,91,15,1068.99,689.216,91,0
1835,91,16,1074.82,695.074,91,0
1835,91,17,1051.2,686.271,91,0
1835,91,18,0,0,91,0
1835,91,19,0,0,91,0
1835,91,20,0,0,91,0
1835,91,21,789.253,618.629,91,0
1835,91,22,0,0,91,0
1835,91,23,0,0,91,0
1835,91,24,0,0,91,0
1836,92,0,0,0,92,0
