frame,numero_pers,joint,x,y,tracking,est_joueur
149,0,19,1398.45,503.83,0,1
149,0,20,1410.33,506.728,0,1
149,0,21,1448.47,495.008,0,1
149,0,22,1242.54,486.163,0,1
149,0,23,1248.44,483.111,0,1
149,0,24,1298.47,480.245,0,1
149,2,0,0,0,2,0
149,2,1,453.663,7.83079,2,0
149,2,2,0,0,2,0
149,2,3,0,0,2,0
149,2,4,0,0,2,0
149,2,5,456.546,7.81928,2,0
149,2,6,462.653,7.77391,2,0
149,2,7,0,0,2,0
149,2,8,436.261,29.8263,2,0
149,2,9,421.343,26.9053,2,0
149,2,10,456.807,50.4787,2,0
149,2,11,477.284,130.075,2,0
149,2,12,456.719,29.8258,2,0
149,2,13,456.742,41.7338,2,0
149,2,14,427.283,103.512,2,0
149,2,15,0,0,2,0
149,2,16,0,0,2,0
149,2,17,0,0,2,0
149,2,18,0,0,2,0
149,2,19,433.146,130.097,2,0
149,2,20,436.098,129.972,2,0
149,2,21,412.69,109.448,2,0
149,2,22,468.432,147.632,2,0
149,2,23,456.669,144.684,2,0
149,2,24,480.184,141.714,2,0
149,6,0,0,0,6,0
149,6,1,0,0,6,0
149,6,2,0,0,6,0
149,6,3,0,0,6,0
149,6,4,0,0,6,0
149,6,5,0,0,6,0
149,6,6,0,0,6,0
149,6,7,0,0,6,0
149,6,8,924.695,7.80267,6,0
149,6,9,906.943,7.79479,6,0
149,6,10,0,0,6,0
149,6,11,0,0,6,0
149,6,12,933.579,7.79888,6,0
149,6,13,951.249,6.34043,6,0
149,6,14,954.091,82.775,6,0
149,6,15,0,0,6,0
149,6,16,0,0,6,0
149,6,17,0,0,6,0
149,6,18,0,0,6,0
149,6,19,965.862,103.478,6,0
149,6,20,974.619,100.458,6,0
149,6,21,951.278,85.9736,6,0
149,6,22,0,0,6,0
149,6,23,0,0,6,0
149,6,24,0,0,6,0
149,5,0,0,0,5,0
149,5,1,645.057,362.445,5,0
149,5,2,644.898,359.605,5,0
149,5,3,0,0,5,0
149,5,4,0,0,5,0
149,5,5,645.05,359.566,5,0
149,5,6,642.129,386.001,5,0
149,5,7,639.179,389.174,5,0
149,5,8,639.169,392.037,5,0
149,5,9,0,0,5,0
149,5,10,0,0,5,0
149,5,11,0,0,5,0
149,5,12,642.11,389.195,5,0
149,5,13,624.299,412.45,5,0
149,5,14,621.618,435.994,5,0
149,5,15,0,0,5,0
149,5,16,0,0,5,0
149,5,17,0,0,5,0
149,5,18,0,0,5,0
149,5,19,618.493,439.077,5,0
149,5,20,618.606,439.05,5,0
149,5,21,621.563,439.039,5,0
149,5,22,0,0,5,0
149,5,23,0,0,5,0
149,5,24,0,0,5,0
150,0,0,1327.94,150.491,0,1
150,0,1,1345.52,197.582,0,1
150,0,2,1324.9,188.913,0,1
150,0,3,1260.25,174.165,0,1
150,0,4,1207.12,156.451,0,1
150,0,5,1363.26,197.816,0,1
150,0,6,1419.12,224.142,0,1
150,0,7,1472.1,247.728,0,1
150,0,8,1333.75,315.398,0,1
150,0,9,1324.86,315.413,0,1
150,0,10,1260.32,385.91,0,1
150,0,11,1283.81,474.323,0,1
150,0,12,1351.41,315.401,0,1
150,0,13,1395.49,403.755,0,1
150,0,14,1436.8,483.356,0,1
150,0,15,0,0,0,1
150,0,16,1331.01,147.641,0,1
150,0,17,0,0,0,1
150,0,18,1351.45,156.488,0,1
150,0,19,1398.39,503.87,0,1
150,0,20,1407.41,506.765,0,1
150,0,21,1448.46,497.88,0,1
150,0,22,1242.54,486.193,0,1
150,0,23,1248.44,483.134,0,1
150,0,24,1298.48,480.328,0,1
150,2,0,0,0,2,0
150,2,1,447.904,7.84244,2,0
150,2,2,0,0,2,0
150,2,3,0,0,2,0
150,2,4,0,0,2,0
150,2,5,453.678,7.83729,2,0
150,2,6,465.578,7.77965,2,0
150,2,7,456.623,23.9914,2,0
150,2,8,436.07,29.8647,2,0
150,2,9,415.578,26.9571,2,0
150,2,10,456.794,53.4287,2,0
150,2,11,477.263,130.083,2,0
150,2,12,456.579,29.8511,2,0
150,2,13,456.695,47.5638,2,0
150,2,14,424.294,106.379,2,0
150,2,15,0,0,2,0
150,2,16,0,0,2,0
150,2,17,0,0,2,0
150,2,18,0,0,2,0
150,2,19,433.187,132.907,2,0
150,2,20,436.083,130.014,2,0
150,2,21,412.576,115.302,2,0
150,2,22,474.357,147.687,2,0
150,2,23,462.553,147.622,2,0
150,2,24,480.132,141.731,2,0
150,6,0,0,0,6,0
150,6,1,0,0,6,0
150,6,2,0,0,6,0
150,6,3,0,0,6,0
150,6,4,0,0,6,0
150,6,5,0,0,6,0
150,6,6,0,0,6,0
150,6,7,0,0,6,0
150,6,8,924.705,7.78564,6,0
150,6,9,906.938,7.78432,6,0
150,6,10,0,0,6,0
150,6,11,0,0,6,0
150,6,12,936.481,7.78964,6,0
150,6,13,951.258,6.3405,6,0
150,6,14,954.033,82.8557,6,0
150,6,15,0,0,6,0
150,6,16,0,0,6,0
150,6,17,0,0,6,0
150,6,18,0,0,6,0
150,6,19,968.798,103.492,6,0
150,6,20,974.64,100.481,6,0
150,6,21,951.166,88.8491,6,0
150,6,22,0,0,6,0
150,6,23,0,0,6,0
150,6,24,0,0,6,0
151,0,0,1327.93,150.502,0,1
151,0,1,1342.66,197.551,0,1
151,0,2,1324.89,188.881,0,1
151,0,3,1260.25,174.196,0,1
151,0,4,1207.13,156.453,0,1
151,0,5,1363.19,197.792,0,1
151,0,6,1416.24,224.119,0,1
151,0,7,1472.03,247.686,0,1
151,0,8,1330.99,315.392,0,1
151,0,9,1322.03,315.414,0,1
151,0,10,1260.29,385.903,0,1
151,0,11,1283.78,471.458,0,1
151,0,12,1351.38,315.394,0,1
151,0,13,1395.48,406.541,0,1
151,0,14,1436.83,486.082,0,1
151,0,15,0,0,0,1
151,0,16,1331,147.651,0,1
151,0,17,0,0,0,1
151,0,18,1351.44,156.456,0,1
151,0,19,1398.43,503.896,0,1
151,0,20,1410.29,506.772,0,1
151,0,21,1448.47,497.904,0,1
151,0,22,1239.7,486.192,0,1
151,0,23,1245.55,483.119,0,1
151,0,24,1298.43,480.296,0,1
151,2,0,0,0,2,0
151,2,1,450.75,7.84556,2,0
151,2,2,0,0,2,0
151,2,3,0,0,2,0
151,2,4,0,0,2,0
151,2,5,453.71,7.84114,2,0
151,2,6,0,0,2,0
151,2,7,0,0,2,0
151,2,8,436.114,29.92,2,0
151,2,9,415.598,29.8122,2,0
151,2,10,459.56,50.57,2,0
151,2,11,477.261,130.046,2,0
151,2,12,456.625,29.8888,2,0
151,2,13,456.678,44.6698,2,0
151,2,14,424.377,103.583,2,0
151,2,15,0,0,2,0
151,2,16,0,0,2,0
151,2,17,0,0,2,0
151,2,18,0,0,2,0
151,2,19,430.234,130.132,2,0
151,2,20,436.011,130.026,2,0
151,2,21,412.621,112.394,2,0
151,2,22,477.247,147.705,2,0
151,2,23,462.612,147.595,2,0
151,2,24,480.141,141.721,2,0
151,4,0,0,0,4,0
151,4,1,0,0,4,0
151,4,2,430.145,7.84656,4,0
151,4,3,415.614,7.77795,4,0
151,4,4,433.226,18.1124,4,0
151,4,5,0,0,4,0
151,4,6,0,0,4,0
151,4,7,0,0,4,0
151,4,8,0,0,4,0
151,4,9,0,0,4,0
151,4,10,0,0,4,0
151,4,11,0,0,4,0
151,4,12,0,0,4,0
151,4,13,0,0,4,0
151,4,14,0,0,4,0
151,4,15,0,0,4,0
151,4,16,0,0,4,0
151,4,17,0,0,4,0
151,4,18,0,0,4,0
151,4,19,0,0,4,0
151,4,20,0,0,4,0
151,4,21,0,0,4,0
151,4,22,0,0,4,0
151,4,23,0,0,4,0
151,4,24,0,0,4,0
151,6,0,0,0,6,0
151,6,1,0,0,6,0
151,6,2,0,0,6,0
151,6,3,0,0,6,0
151,6,4,0,0,6,0
151,6,5,0,0,6,0
151,6,6,0,0,6,0
151,6,7,0,0,6,0
151,6,8,924.678,7.78915,6,0
151,6,9,906.915,7.7862,6,0
151,6,10,0,0,6,0
151,6,11,0,0,6,0
151,6,12,936.443,7.79162,6,0
151,6,13,951.237,6.34562,6,0
151,6,14,954.047,82.8198,6,0
151,6,15,0,0,6,0
151,6,16,0,0,6,0
151,6,17,0,0,6,0
151,6,18,0,0,6,0
151,6,19,968.805,103.478,6,0
151,6,20,974.626,100.491,6,0
151,6,21,951.14,88.7934,6,0
151,6,22,0,0,6,0
151,6,23,0,0,6,0
151,6,24,0,0,6,0
152,0,0,1327.9,150.566,0,1
152,0,1,1342.6,197.543,0,1
152,0,2,1322.04,188.881,0,1
152,0,3,1260.2,174.247,0,1
152,0,4,1204.27,156.53,0,1
152,0,5,1360.36,197.769,0,1
152,0,6,1416.23,224.137,0,1
152,0,7,1472.03,247.683,0,1
152,0,8,1330.98,315.427,0,1
152,0,9,1322.01,315.451,0,1
152,0,10,1260.26,383.164,0,1
152,0,11,1283.67,471.456,0,1
152,0,12,1351.37,315.425,0,1
152,0,13,1392.59,403.727,0,1
152,0,14,1433.9,483.339,0,1
152,0,15,0,0,0,1
152,0,16,1330.97,150.425,0,1
152,0,17,0,0,0,1
152,0,18,1351.45,156.521,0,1
152,0,19,1395.63,503.896,0,1
152,0,20,1407.38,506.777,0,1
152,0,21,1445.72,497.871,0,1
152,0,22,1239.64,486.178,0,1
152,0,23,1245.47,483.1,0,1
152,0,24,1292.61,480.305,0,1
152,2,0,0,0,2,0
152,2,1,450.734,7.84452,2,0
152,2,2,0,0,2,0
152,2,3,0,0,2,0
152,2,4,0,0,2,0
152,2,5,453.724,7.84489,2,0
152,2,6,462.681,7.78603,2,0
152,2,7,0,0,2,0
152,2,8,436.049,26.9099,2,0
152,2,9,415.556,23.9796,2,0
152,2,10,459.609,56.3286,2,0
152,2,11,477.22,132.954,2,0
152,2,12,456.563,24.0175,2,0
152,2,13,456.727,41.7357,2,0
152,2,14,424.307,106.355,2,0
152,2,15,0,0,2,0
152,2,16,0,0,2,0
152,2,17,0,0,2,0
152,2,18,0,0,2,0
152,2,19,433.16,130.052,2,0
152,2,20,436.013,129.91,2,0
152,2,21,412.567,118.173,2,0
152,2,22,477.245,147.647,2,0
152,2,23,465.512,147.638,2,0
152,2,24,477.332,144.64,2,0
152,6,0,0,0,6,0
152,6,1,0,0,6,0
152,6,2,0,0,6,0
152,6,3,0,0,6,0
152,6,4,0,0,6,0
152,6,5,0,0,6,0
152,6,6,0,0,6,0
152,6,7,0,0,6,0
152,6,8,927.733,7.79333,6,0
152,6,9,909.949,7.79125,6,0
152,6,10,915.893,6.35574,6,0
152,6,11,948.208,80.0549,6,0
152,6,12,942.292,7.78912,6,0
152,6,13,951.145,6.34744,6,0
152,6,14,954.072,80.0929,6,0
152,6,15,0,0,6,0
152,6,16,0,0,6,0
152,6,17,0,0,6,0
152,6,18,0,0,6,0
152,6,19,962.967,103.406,6,0
152,6,20,971.761,97.6243,6,0
152,6,21,951.269,85.9503,6,0
152,6,22,960.038,100.476,6,0
152,6,23,954.122,100.585,6,0
152,6,24,948.235,85.8672,6,0
153,0,0,1327.83,150.565,0,1
153,0,1,1339.71,197.584,0,1
153,0,2,1322.06,191.813,0,1
153,0,3,1260.29,174.24,0,1
153,0,4,1207.13,156.561,0,1
153,0,5,1360.24,197.742,0,1
153,0,6,1413.26,224.069,0,1
153,0,7,1469.19,247.625,0,1
153,0,8,1330.95,315.435,0,1
153,0,9,1321.98,315.464,0,1
153,0,10,1260.24,383.155,0,1
153,0,11,1283.65,471.444,0,1
153,0,12,1351.32,315.431,0,1
153,0,13,1389.71,403.689,0,1
153,0,14,1433.89,483.328,0,1
153,0,15,0,0,0,1
153,0,16,1330.92,147.706,0,1
153,0,17,0,0,0,1
153,0,18,1351.38,156.51,0,1
153,0,19,1395.6,503.931,0,1
153,0,20,1407.36,506.794,0,1
153,0,21,1445.71,497.876,0,1
153,0,22,1239.67,486.217,0,1
153,0,23,1245.48,483.137,0,1
153,0,24,1292.57,480.307,0,1
153,2,0,0,0,2,0
153,2,1,447.811,7.82587,2,0
153,2,2,0,0,2,0
153,2,3,0,0,2,0
153,2,4,0,0,2,0
153,2,5,453.625,7.81427,2,0
153,2,6,462.612,7.7839,2,0
153,2,7,0,0,2,0
153,2,8,436.032,29.7824,2,0
153,2,9,415.547,26.8896,2,0
153,2,10,456.757,53.5192,2,0
153,2,11,468.427,129.939,2,0
153,2,12,456.563,26.9624,2,0
153,2,13,456.608,47.5856,2,0
153,2,14,421.409,106.47,2,0
153,2,15,0,0,2,0
153,2,16,0,0,2,0
153,2,17,0,0,2,0
153,2,18,0,0,2,0
153,2,19,439.092,130.1,2,0
153,2,20,436.165,129.955,2,0
153,2,21,412.581,121.161,2,0
153,2,22,0,0,2,0
153,2,23,0,0,2,0
153,2,24,465.523,133.014,2,0
154,0,0,1327.86,150.604,0,1
154,0,1,1342.58,197.599,0,1
154,0,2,1322.05,191.772,0,1
154,0,3,1260.26,174.277,0,1
154,0,4,1204.3,159.465,0,1
154,0,5,1360.31,200.512,0,1
154,0,6,1419.1,224.206,0,1
154,0,7,1472.16,247.769,0,1
154,0,8,1331.02,315.506,0,1
154,0,9,1322.01,315.525,0,1
154,0,10,1260.29,385.941,0,1
154,0,11,1283.69,474.384,0,1
154,0,12,1351.43,315.506,0,1
154,0,13,1392.64,406.582,0,1
154,0,14,1436.75,486.1,0,1
154,0,15,0,0,0,1
154,0,16,1330.94,150.479,0,1
154,0,17,0,0,0,1
154,0,18,1351.41,159.401,0,1
154,0,19,1395.6,506.613,0,1
154,0,20,1407.36,506.85,0,1
154,0,21,1445.76,497.919,0,1
154,0,22,1239.71,489.122,0,1
154,0,23,1245.51,483.222,0,1
154,0,24,1292.63,483.052,0,1
154,2,0,0,0,2,0
154,2,1,453.761,7.82783,2,0
154,2,2,0,0,2,0
154,2,3,0,0,2,0
154,2,4,0,0,2,0
154,2,5,456.597,7.80993,2,0
154,2,6,462.597,7.77323,2,0
154,2,7,0,0,2,0
154,2,8,439.059,29.8738,2,0
154,2,9,421.413,26.9895,2,0
154,2,10,459.699,56.3746,2,0
154,2,11,477.333,133.018,2,0
154,2,12,456.777,29.8293,2,0
154,2,13,456.683,38.8205,2,0
154,2,14,424.376,103.6,2,0
154,2,15,0,0,2,0
154,2,16,0,0,2,0
154,2,17,0,0,2,0
154,2,18,0,0,2,0
154,2,19,424.337,130.14,2,0
154,2,20,433.191,130.067,2,0
154,2,21,412.662,112.299,2,0
154,2,22,474.34,150.577,2,0
154,2,23,462.633,150.448,2,0
154,2,24,480.235,144.761,2,0
154,1,0,0,0,1,0
154,1,1,0,0,1,0
154,1,2,0,0,1,0
154,1,3,0,0,1,0
154,1,4,0,0,1,0
154,1,5,0,0,1,0
154,1,6,0,0,1,0
154,1,7,0,0,1,0
154,1,8,865.822,512.604,1,0
154,1,9,862.92,518.475,1,0
154,1,10,857.053,527.415,1,0
154,1,11,854.103,553.798,1,0
154,1,12,865.872,512.655,1,0
154,1,13,857.104,530.312,1,0
154,1,14,856.934,553.803,1,0
154,1,15,0,0,1,0
154,1,16,0,0,1,0
154,1,17,0,0,1,0
154,1,18,0,0,1,0
154,1,19,854.057,562.659,1,0
154,1,20,853.992,559.707,1,0
154,1,21,856.918,556.75,1,0
154,1,22,854.097,556.729,1,0
154,1,23,851.128,559.7,1,0
154,1,24,851.106,559.672,1,0
155,0,0,1327.79,150.506,0,1
155,0,1,1336.82,197.582,0,1
155,0,2,1321.99,188.835,0,1
155,0,3,1260.26,174.263,0,1
155,0,4,1204.22,159.477,0,1
155,0,5,1357.41,197.824,0,1
155,0,6,1410.3,224.049,0,1
155,0,7,1466.29,247.618,0,1
155,0,8,1330.92,315.479,0,1
155,0,9,1319.12,315.505,0,1
155,0,10,1260.24,385.928,0,1
155,0,11,1280.95,474.396,0,1
155,0,12,1351.31,315.482,0,1
155,0,13,1389.69,406.588,0,1
155,0,14,1433.84,483.363,0,1
155,0,15,0,0,0,1
155,0,16,1330.87,147.671,0,1
155,0,17,0,0,0,1
155,0,18,1348.57,156.537,0,1
155,0,19,1395.57,506.613,0,1
155,0,20,1407.34,506.842,0,1
155,0,21,1445.69,497.894,0,1
155,0,22,1239.63,489.121,0,1
155,0,23,1242.6,483.219,0,1
155,0,24,1289.68,483.076,0,1
155,4,0,0,0,4,0
155,4,1,0,0,4,0
155,4,2,430.18,7.84181,4,0
155,4,3,418.512,7.77584,4,0
155,4,4,433.167,23.9676,4,0
155,4,5,0,0,4,0
155,4,6,0,0,4,0
155,4,7,0,0,4,0
155,4,8,0,0,4,0
155,4,9,0,0,4,0
155,4,10,0,0,4,0
155,4,11,0,0,4,0
155,4,12,0,0,4,0
155,4,13,0,0,4,0
155,4,14,0,0,4,0
155,4,15,0,0,4,0
155,4,16,0,0,4,0
155,4,17,0,0,4,0
155,4,18,0,0,4,0
155,4,19,0,0,4,0
155,4,20,0,0,4,0
155,4,21,0,0,4,0
155,4,22,0,0,4,0
155,4,23,0,0,4,0
155,4,24,0,0,4,0
155,2,0,0,0,2,0
155,2,1,450.76,7.81929,2,0
155,2,2,0,0,2,0
155,2,3,0,0,2,0
155,2,4,0,0,2,0
155,2,5,456.489,7.80777,2,0
155,2,6,459.743,7.77422,2,0
155,2,7,0,0,2,0
155,2,8,436.134,29.9816,2,0
155,2,9,418.442,29.897,2,0
155,2,10,456.785,53.4653,2,0
155,2,11,474.3,135.86,2,0
155,2,12,456.63,29.9014,2,0
155,2,13,456.629,50.5248,2,0
155,2,14,424.354,106.492,2,0
155,2,15,0,0,2,0
155,2,16,0,0,2,0
155,2,17,0,0,2,0
155,2,18,0,0,2,0
155,2,19,456.717,141.747,2,0
155,2,20,0,0,2,0
155,2,21,412.651,118.262,2,0
155,2,22,0,0,2,0
155,2,23,0,0,2,0
155,2,24,477.192,144.678,2,0
156,0,0,1327.77,150.506,0,1
156,0,1,1336.81,197.617,0,1
156,0,2,1319.11,188.918,0,1
156,0,3,1260.15,174.265,0,1
156,0,4,1201.3,159.463,0,1
156,0,5,1357.43,200.537,0,1
156,0,6,1410.31,224.068,0,1
156,0,7,1469.07,247.646,0,1
156,0,8,1330.93,315.475,0,1
156,0,9,1321.95,315.485,0,1
156,0,10,1260.24,385.948,0,1
156,0,11,1283.62,477.247,0,1
156,0,12,1351.32,315.491,0,1
156,0,13,1389.71,406.636,0,1
156,0,14,1433.86,486.096,0,1
156,0,15,0,0,0,1
156,0,16,1330.85,147.652,0,1
156,0,17,0,0,0,1
156,0,18,1351.31,156.52,0,1
156,0,19,1395.59,506.636,0,1
156,0,20,1407.36,506.864,0,1
156,0,21,1445.71,497.909,0,1
156,0,22,1239.62,491.993,0,1
156,0,23,1242.6,483.26,0,1
156,0,24,1289.68,483.152,0,1
156,2,0,0,0,2,0
156,2,1,450.783,7.82457,2,0
156,2,2,0,0,2,0
156,2,3,0,0,2,0
156,2,4,0,0,2,0
156,2,5,456.577,7.80929,2,0
156,2,6,462.551,7.7742,2,0
156,2,7,0,0,2,0
156,2,8,436.229,32.7344,2,0
156,2,9,421.363,29.9656,2,0
156,2,10,459.681,56.3899,2,0
156,2,11,474.35,133.019,2,0
156,2,12,456.717,29.9238,2,0
156,2,13,453.804,41.7474,2,0
156,2,14,424.291,106.479,2,0
156,2,15,0,0,2,0
156,2,16,0,0,2,0
156,2,17,0,0,2,0
156,2,18,0,0,2,0
156,2,19,433.165,133.012,2,0
156,2,20,436.093,130.111,2,0
156,2,21,412.59,118.241,2,0
156,2,22,474.348,150.614,2,0
156,2,23,462.619,150.514,2,0
156,2,24,477.275,144.74,2,0
157,0,0,1327.75,150.576,0,1
157,0,1,1336.76,197.667,0,1
157,0,2,1321.98,191.799,0,1
157,0,3,1260.15,177.067,0,1
157,0,4,1204.24,162.37,0,1
157,0,5,1357.31,200.615,0,1
157,0,6,1410.3,224.057,0,1
157,0,7,1469.04,247.797,0,1
157,0,8,1330.83,318.263,0,1
157,0,9,1316.18,318.289,0,1
157,0,10,1260.2,386.014,0,1
157,0,11,1280.9,477.28,0,1
157,0,12,1348.44,318.284,0,1
157,0,13,1389.7,406.721,0,1
157,0,14,1430.94,486.159,0,1
157,0,15,0,0,0,1
157,0,16,1330.82,150.457,0,1
157,0,17,0,0,0,1
157,0,18,1348.52,159.395,0,1
157,0,19,1395.55,506.73,0,1
157,0,20,1407.33,509.67,0,1
157,0,21,1445.66,500.746,0,1
157,0,22,1239.62,491.986,0,1
157,0,23,1242.59,483.25,0,1
157,0,24,1289.62,483.175,0,1
157,4,0,0,0,4,0
157,4,1,0,0,4,0
157,4,2,427.233,7.83966,4,0
157,4,3,412.72,7.77502,4,0
157,4,4,433.087,29.79,4,0
157,4,5,0,0,4,0
157,4,6,0,0,4,0
157,4,7,0,0,4,0
157,4,8,0,0,4,0
157,4,9,0,0,4,0
157,4,10,0,0,4,0
157,4,11,0,0,4,0
157,4,12,0,0,4,0
157,4,13,0,0,4,0
157,4,14,0,0,4,0
157,4,15,0,0,4,0
157,4,16,0,0,4,0
157,4,17,0,0,4,0
157,4,18,0,0,4,0
157,4,19,0,0,4,0
157,4,20,0,0,4,0
157,4,21,0,0,4,0
157,4,22,0,0,4,0
157,4,23,0,0,4,0
157,4,24,0,0,4,0
157,2,0,0,0,2,0
157,2,1,447.823,7.82551,2,0
157,2,2,0,0,2,0
157,2,3,0,0,2,0
157,2,4,0,0,2,0
157,2,5,453.679,7.80639,2,0
157,2,6,462.559,7.77771,2,0
157,2,7,456.692,23.9776,2,0
157,2,8,436.133,32.7594,2,0
157,2,9,418.502,32.7074,2,0
157,2,10,462.597,59.3296,2,0
157,2,11,477.259,135.854,2,0
157,2,12,456.601,29.9778,2,0
157,2,13,450.798,53.4237,2,0
157,2,14,421.369,106.44,2,0
157,2,15,0,0,2,0
157,2,16,0,0,2,0
157,2,17,0,0,2,0
157,2,18,0,0,2,0
157,2,19,424.362,132.98,2,0
157,2,20,433.168,130.149,2,0
157,2,21,412.538,115.253,2,0
157,2,22,480.277,150.67,2,0
157,2,23,474.367,150.661,2,0
157,2,24,477.274,147.572,2,0
158,0,0,1327.76,150.575,0,1
158,0,1,1336.79,197.66,0,1
158,0,2,1322,191.793,0,1
158,0,3,1260.12,177.067,0,1
158,0,4,1201.37,162.406,0,1
158,0,5,1357.34,200.617,0,1
158,0,6,1410.3,224.088,0,1
158,0,7,1466.29,247.812,0,1
158,0,8,1330.81,315.517,0,1
158,0,9,1316.16,315.536,0,1
158,0,10,1260.21,386.03,0,1
158,0,11,1280.89,477.249,0,1
158,0,12,1348.41,315.537,0,1
158,0,13,1386.82,406.654,0,1
158,0,14,1430.95,486.151,0,1
158,0,15,0,0,0,1
158,0,16,1330.83,150.457,0,1
158,0,17,0,0,0,1
158,0,18,1348.53,159.384,0,1
158,0,19,1395.55,506.725,0,1
158,0,20,1404.52,509.665,0,1
158,0,21,1445.65,497.962,0,1
158,0,22,1239.61,492,0,1
158,0,23,1242.57,483.254,0,1
158,0,24,1286.82,483.156,0,1
158,4,0,0,0,4,0
158,4,1,0,0,4,0
158,4,2,427.221,7.84115,4,0
158,4,3,412.721,7.77429,4,0
158,4,4,433.09,29.7916,4,0
158,4,5,0,0,4,0
158,4,6,0,0,4,0
158,4,7,0,0,4,0
158,4,8,0,0,4,0
158,4,9,0,0,4,0
158,4,10,0,0,4,0
158,4,11,0,0,4,0
158,4,12,0,0,4,0
158,4,13,0,0,4,0
158,4,14,0,0,4,0
158,4,15,0,0,4,0
158,4,16,0,0,4,0
158,4,17,0,0,4,0
158,4,18,0,0,4,0
158,4,19,0,0,4,0
158,4,20,0,0,4,0
158,4,21,0,0,4,0
158,4,22,0,0,4,0
158,4,23,0,0,4,0
158,4,24,0,0,4,0
158,2,0,0,0,2,0
158,2,1,447.853,7.82611,2,0
158,2,2,0,0,2,0
158,2,3,0,0,2,0
158,2,4,0,0,2,0
158,2,5,453.735,7.80672,2,0
158,2,6,462.557,7.77757,2,0
158,2,7,456.717,21.0689,2,0
158,2,8,436.164,32.7688,2,0
158,2,9,421.345,32.7409,2,0
158,2,10,462.633,59.3589,2,0
158,2,11,477.268,135.85,2,0
158,2,12,456.635,29.9744,2,0
158,2,13,450.793,53.41,2,0
158,2,14,421.385,106.42,2,0
158,2,15,0,0,2,0
158,2,16,0,0,2,0
158,2,17,0,0,2,0
158,2,18,0,0,2,0
158,2,19,421.441,132.968,2,0
158,2,20,433.166,130.157,2,0
158,2,21,412.555,112.381,2,0
158,2,22,480.278,150.674,2,0
158,2,23,474.348,150.654,2,0
158,2,24,477.298,147.565,2,0
159,0,0,1327.74,150.599,0,1
159,0,1,1336.8,197.659,0,1
159,0,2,1322.01,191.768,0,1
159,0,3,1260.11,177.089,0,1
159,0,4,1201.32,165.285,0,1
159,0,5,1357.32,200.629,0,1
159,0,6,1407.33,224.059,0,1
159,0,7,1466.25,247.787,0,1
159,0,8,1330.78,315.455,0,1
159,0,9,1316.12,315.463,0,1
159,0,10,1260.21,386.053,0,1
159,0,11,1280.86,477.246,0,1
159,0,12,1345.61,315.477,0,1
159,0,13,1386.75,406.633,0,1
159,0,14,1430.93,486.144,0,1
159,0,15,0,0,0,1
159,0,16,1330.81,150.482,0,1
159,0,17,0,0,0,1
159,0,18,1348.52,159.406,0,1
159,0,19,1395.58,506.675,0,1
159,0,20,1407.33,506.899,0,1
159,0,21,1445.63,497.961,0,1
159,0,22,1239.61,492.005,0,1
159,0,23,1242.55,483.264,0,1
159,0,24,1286.78,483.157,0,1
159,4,0,0,0,4,0
159,4,1,0,0,4,0
159,4,2,427.216,7.84161,4,0
159,4,3,412.709,7.77326,4,0
159,4,4,433.053,26.9957,4,0
159,4,5,0,0,4,0
159,4,6,0,0,4,0
159,4,7,0,0,4,0
159,4,8,0,0,4,0
159,4,9,0,0,4,0
159,4,10,0,0,4,0
159,4,11,0,0,4,0
159,4,12,0,0,4,0
159,4,13,0,0,4,0
159,4,14,0,0,4,0
159,4,15,0,0,4,0
159,4,16,0,0,4,0
159,4,17,0,0,4,0
159,4,18,0,0,4,0
159,4,19,0,0,4,0
159,4,20,0,0,4,0
159,4,21,0,0,4,0
159,4,22,0,0,4,0
159,4,23,0,0,4,0
159,4,24,0,0,4,0
159,2,0,0,0,2,0
159,2,1,442.047,7.83013,2,0
159,2,2,0,0,2,0
159,2,3,0,0,2,0
159,2,4,0,0,2,0
159,2,5,0,0,2,0
159,2,6,0,0,2,0
159,2,7,0,0,2,0
159,2,8,436.067,32.7615,2,0
159,2,9,415.607,32.7016,2,0
159,2,10,459.726,56.4906,2,0
159,2,11,474.41,133.022,2,0
159,2,12,456.562,32.7096,2,0
159,2,13,447.859,47.5817,2,0
159,2,14,421.372,106.404,2,0
159,2,15,0,0,2,0
159,2,16,0,0,2,0
159,2,17,0,0,2,0
159,2,18,0,0,2,0
159,2,19,418.422,132.915,2,0
159,2,20,433.08,130.153,2,0
159,2,21,412.557,112.336,2,0
159,2,22,480.206,150.684,2,0
159,2,23,468.505,150.607,2,0
159,2,24,477.282,147.57,2,0
159,2,0,0,0,2,0
159,2,1,0,0,2,0
159,2,2,0,0,2,0
159,2,3,0,0,2,0
159,2,4,0,0,2,0
159,2,5,453.691,7.81249,2,0
159,2,6,462.541,7.77774,2,0
159,2,7,456.637,23.9978,2,0
159,2,8,0,0,2,0
159,2,9,0,0,2,0
159,2,10,0,0,2,0
159,2,11,0,0,2,0
159,2,12,0,0,2,0
159,2,13,0,0,2,0
159,2,14,0,0,2,0
159,2,15,0,0,2,0
159,2,16,0,0,2,0
159,2,17,0,0,2,0
159,2,18,0,0,2,0
159,2,19,0,0,2,0
159,2,20,0,0,2,0
159,2,21,0,0,2,0
159,2,22,0,0,2,0
159,2,23,0,0,2,0
159,2,24,0,0,2,0
159,1,0,862.884,456.588,1,0
